instant,dteday,season,month,hour,holiday,a_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category
243,1/11/2011,Spring,January,11,0,Tuesday,Misty,8.2,10.605,47,8.9981,4,31,35,Weekday,Medium
244,1/11/2011,Spring,January,12,0,Tuesday,Misty,8.2,11.365,51,7.0015,2,55,57,Weekday,Medium
245,1/11/2011,Spring,January,13,0,Tuesday,Misty,8.2,11.365,59,6.0032,6,46,52,Weekday,Medium
246,1/11/2011,Spring,January,14,0,Tuesday,Misty,8.2,11.365,59,6.0032,3,60,63,Weekday,Medium
247,1/11/2011,Spring,January,15,0,Tuesday,Misty,6.56,9.85,80,6.0032,2,45,47,Weekday,High
248,1/11/2011,Spring,January,16,0,Tuesday,Misty,6.56,7.575,86,15.0013,4,72,76,Weekday,High
249,1/11/2011,Spring,January,17,0,Tuesday,Misty,6.56,7.575,86,15.0013,6,130,136,Weekday,High
250,1/11/2011,Spring,January,18,0,Tuesday,Light Rainsnow,6.56,9.09,93,7.0015,1,94,95,Weekday,High
251,1/11/2011,Spring,January,19,0,Tuesday,Light Rainsnow,6.56,11.365,93,0,0,51,51,Weekday,High
252,1/11/2011,Spring,January,20,0,Tuesday,Light Rainsnow,6.56,7.575,93,12.998,0,32,32,Weekday,High
253,1/11/2011,Spring,January,21,0,Tuesday,Light Rainsnow,6.56,9.85,86,6.0032,0,20,20,Weekday,High
254,1/11/2011,Spring,January,22,0,Tuesday,Light Rainsnow,6.56,9.09,93,7.0015,1,28,29,Weekday,High
255,1/11/2011,Spring,January,23,0,Tuesday,Light Rainsnow,6.56,9.85,93,6.0032,1,18,19,Weekday,High
256,1/12/2011,Spring,January,0,0,Wednesday,Misty,6.56,9.85,86,6.0032,0,7,7,Weekday,High
257,1/12/2011,Spring,January,1,0,Wednesday,Misty,6.56,9.09,86,7.0015,0,6,6,Weekday,High
258,1/12/2011,Spring,January,2,0,Wednesday,Clear,5.74,7.575,86,8.9981,0,1,1,Weekday,High
259,1/12/2011,Spring,January,5,0,Wednesday,Clear,5.74,7.575,86,11.0014,0,5,5,Weekday,High
260,1/12/2011,Spring,January,6,0,Wednesday,Clear,4.92,7.575,93,8.9981,0,16,16,Weekday,High
261,1/12/2011,Spring,January,7,0,Wednesday,Clear,5.74,7.575,69,8.9981,0,54,54,Weekday,Medium
262,1/12/2011,Spring,January,8,0,Wednesday,Clear,6.56,8.335,59,11.0014,3,125,128,Weekday,Medium
263,1/12/2011,Spring,January,9,0,Wednesday,Clear,6.56,6.82,59,22.0028,3,78,81,Weekday,Medium
264,1/12/2011,Spring,January,10,0,Wednesday,Clear,7.38,9.09,55,15.0013,0,39,39,Weekday,Medium
265,1/12/2011,Spring,January,11,0,Wednesday,Clear,8.2,9.09,51,26.0027,3,32,35,Weekday,Medium
266,1/12/2011,Spring,January,12,0,Wednesday,Clear,8.2,7.575,47,39.0007,3,52,55,Weekday,Medium
267,1/12/2011,Spring,January,13,0,Wednesday,Clear,9.02,9.85,44,23.9994,0,49,49,Weekday,Medium
268,1/12/2011,Spring,January,14,0,Wednesday,Clear,8.2,9.09,47,22.0028,0,44,44,Weekday,Medium
269,1/12/2011,Spring,January,15,0,Wednesday,Clear,8.2,8.335,47,27.9993,1,48,49,Weekday,Medium
270,1/12/2011,Spring,January,16,0,Wednesday,Clear,9.02,9.85,44,22.0028,5,63,68,Weekday,Medium
271,1/12/2011,Spring,January,17,0,Wednesday,Clear,8.2,9.09,47,23.9994,0,139,139,Weekday,Medium
272,1/12/2011,Spring,January,18,0,Wednesday,Clear,8.2,7.575,47,35.0008,2,135,137,Weekday,Medium
273,1/12/2011,Spring,January,19,0,Wednesday,Clear,7.38,7.575,47,27.9993,1,82,83,Weekday,Medium
274,1/12/2011,Spring,January,20,0,Wednesday,Clear,6.56,6.82,50,22.0028,2,54,56,Weekday,Medium
275,1/12/2011,Spring,January,21,0,Wednesday,Clear,6.56,6.82,55,22.0028,0,57,57,Weekday,Medium
276,1/12/2011,Spring,January,22,0,Wednesday,Clear,6.56,6.06,55,30.0026,1,32,33,Weekday,Medium
277,1/12/2011,Spring,January,23,0,Wednesday,Clear,5.74,5.305,59,27.9993,1,19,20,Weekday,Medium
278,1/13/2011,Spring,January,0,0,Thursday,Clear,5.74,6.06,59,19.0012,1,6,7,Weekday,Medium
279,1/13/2011,Spring,January,1,0,Thursday,Clear,5.74,6.06,50,19.0012,0,2,2,Weekday,Medium
280,1/13/2011,Spring,January,2,0,Thursday,Clear,5.74,6.06,50,23.9994,0,2,2,Weekday,Medium
281,1/13/2011,Spring,January,3,0,Thursday,Clear,5.74,6.06,50,22.0028,0,3,3,Weekday,Medium
282,1/13/2011,Spring,January,4,0,Thursday,Clear,5.74,6.06,50,16.9979,0,4,4,Weekday,Medium
283,1/13/2011,Spring,January,5,0,Thursday,Clear,5.74,6.06,50,19.9995,0,3,3,Weekday,Medium
284,1/13/2011,Spring,January,6,0,Thursday,Clear,4.92,7.575,54,8.9981,0,28,28,Weekday,Medium
285,1/13/2011,Spring,January,7,0,Thursday,Clear,4.92,7.575,54,8.9981,0,72,72,Weekday,Medium
286,1/13/2011,Spring,January,8,0,Thursday,Clear,5.74,6.82,50,12.998,5,197,202,Weekday,Medium
287,1/13/2011,Spring,January,9,0,Thursday,Clear,5.74,6.06,50,22.0028,2,137,139,Weekday,Medium
288,1/13/2011,Spring,January,10,0,Thursday,Misty,6.56,6.82,50,23.9994,2,36,38,Weekday,Medium
289,1/13/2011,Spring,January,11,0,Thursday,Misty,8.2,8.335,44,30.0026,4,33,37,Weekday,Medium
290,1/13/2011,Spring,January,12,0,Thursday,Clear,8.2,8.335,44,27.9993,3,49,52,Weekday,Medium
291,1/13/2011,Spring,January,13,0,Thursday,Clear,9.02,9.85,41,30.0026,2,81,83,Weekday,Medium
292,1/13/2011,Spring,January,14,0,Thursday,Clear,9.02,9.85,41,26.0027,3,39,42,Weekday,Medium
293,1/13/2011,Spring,January,15,0,Thursday,Clear,9.84,10.605,38,19.9995,5,55,60,Weekday,Medium
294,1/13/2011,Spring,January,16,0,Thursday,Clear,9.84,10.605,38,23.9994,2,76,78,Weekday,Medium
295,1/13/2011,Spring,January,17,0,Thursday,Clear,8.2,9.09,40,19.0012,4,158,162,Weekday,Medium
296,1/13/2011,Spring,January,18,0,Thursday,Clear,8.2,9.09,40,22.0028,3,141,144,Weekday,Medium
297,1/13/2011,Spring,January,19,0,Thursday,Clear,6.56,7.575,47,16.9979,1,98,99,Weekday,Medium
298,1/13/2011,Spring,January,20,0,Thursday,Clear,6.56,7.575,47,15.0013,0,64,64,Weekday,Medium
299,1/13/2011,Spring,January,21,0,Thursday,Clear,5.74,6.06,46,19.9995,0,40,40,Weekday,Medium
300,1/13/2011,Spring,January,22,0,Thursday,Clear,5.74,6.06,46,22.0028,0,30,30,Weekday,Medium
301,1/13/2011,Spring,January,23,0,Thursday,Clear,4.92,6.82,50,12.998,1,14,15,Weekday,Medium
302,1/14/2011,Spring,January,0,0,Friday,Clear,4.92,6.82,50,12.998,0,14,14,Weekday,Medium
303,1/14/2011,Spring,January,1,0,Friday,Clear,4.1,6.06,54,11.0014,0,5,5,Weekday,Medium
304,1/14/2011,Spring,January,2,0,Friday,Clear,4.1,6.06,54,8.9981,0,1,1,Weekday,Medium
305,1/14/2011,Spring,January,3,0,Friday,Clear,4.1,6.82,54,7.0015,0,1,1,Weekday,Medium
306,1/14/2011,Spring,January,5,0,Friday,Clear,4.1,6.82,54,6.0032,0,8,8,Weekday,Medium
307,1/14/2011,Spring,January,6,0,Friday,Clear,4.1,9.09,54,0,0,17,17,Weekday,Medium
308,1/14/2011,Spring,January,7,0,Friday,Clear,4.1,6.06,74,11.0014,0,70,70,Weekday,High
309,1/14/2011,Spring,January,8,0,Friday,Clear,4.92,8.335,68,0,2,156,158,Weekday,Medium
310,1/14/2011,Spring,January,9,0,Friday,Clear,5.74,7.575,69,8.9981,0,117,117,Weekday,Medium
311,1/14/2011,Spring,January,10,0,Friday,Clear,7.38,9.09,55,12.998,4,40,44,Weekday,Medium
312,1/14/2011,Spring,January,11,0,Friday,Clear,7.38,8.335,51,19.0012,6,47,53,Weekday,Medium
313,1/14/2011,Spring,January,12,0,Friday,Clear,8.2,9.85,44,16.9979,2,59,61,Weekday,Medium
314,1/14/2011,Spring,January,13,0,Friday,Clear,9.02,9.85,37,26.0027,4,73,77,Weekday,Medium
315,1/14/2011,Spring,January,14,0,Friday,Clear,9.02,10.605,41,19.0012,5,59,64,Weekday,Medium
316,1/14/2011,Spring,January,15,0,Friday,Clear,9.84,12.12,38,11.0014,9,59,68,Weekday,Medium
317,1/14/2011,Spring,January,16,0,Friday,Clear,9.02,12.12,41,7.0015,3,87,90,Weekday,Medium
318,1/14/2011,Spring,January,17,0,Friday,Clear,9.02,11.365,41,11.0014,4,155,159,Weekday,Medium
319,1/14/2011,Spring,January,18,0,Friday,Clear,8.2,12.88,47,0,5,134,139,Weekday,Medium
320,1/14/2011,Spring,January,19,0,Friday,Clear,6.56,9.85,59,6.0032,3,89,92,Weekday,Medium
321,1/14/2011,Spring,January,20,0,Friday,Clear,7.38,12.12,59,0,0,68,68,Weekday,Medium
322,1/14/2011,Spring,January,21,0,Friday,Clear,6.56,11.365,69,0,4,48,52,Weekday,Medium
323,1/14/2011,Spring,January,22,0,Friday,Misty,6.56,11.365,69,0,2,34,36,Weekday,Medium
324,1/14/2011,Spring,January,23,0,Friday,Misty,7.38,12.12,55,0,1,26,27,Weekday,Medium
325,1/15/2011,Spring,January,0,0,Saturday,Clear,7.38,12.12,55,0,3,25,28,Weekend,Medium
326,1/15/2011,Spring,January,1,0,Saturday,Misty,6.56,9.85,59,6.0032,2,18,20,Weekend,Medium
327,1/15/2011,Spring,January,2,0,Saturday,Misty,6.56,9.85,59,6.0032,0,12,12,Weekend,Medium
328,1/15/2011,Spring,January,3,0,Saturday,Misty,6.56,11.365,59,0,1,7,8,Weekend,Medium
329,1/15/2011,Spring,January,4,0,Saturday,Misty,6.56,11.365,59,0,0,5,5,Weekend,Medium
330,1/15/2011,Spring,January,5,0,Saturday,Clear,6.56,11.365,59,0,0,1,1,Weekend,Medium
331,1/15/2011,Spring,January,6,0,Saturday,Clear,5.74,8.335,63,7.0015,1,2,3,Weekend,Medium
332,1/15/2011,Spring,January,7,0,Saturday,Clear,5.74,10.605,63,0,1,9,10,Weekend,Medium
333,1/15/2011,Spring,January,8,0,Saturday,Clear,5.74,7.575,63,8.9981,1,22,23,Weekend,Medium
334,1/15/2011,Spring,January,9,0,Saturday,Clear,6.56,9.09,64,8.9981,2,31,33,Weekend,Medium
335,1/15/2011,Spring,January,10,0,Saturday,Clear,7.38,9.85,59,11.0014,2,57,59,Weekend,Medium
336,1/15/2011,Spring,January,11,0,Saturday,Clear,8.2,9.85,55,15.0013,18,54,72,Weekend,Medium
337,1/15/2011,Spring,January,12,0,Saturday,Clear,9.84,11.365,48,15.0013,15,74,89,Weekend,Medium
338,1/15/2011,Spring,January,13,0,Saturday,Clear,11.48,12.88,38,19.9995,21,80,101,Weekend,Medium
339,1/15/2011,Spring,January,14,0,Saturday,Clear,12.3,14.395,39,19.0012,26,92,118,Weekend,Medium
340,1/15/2011,Spring,January,15,0,Saturday,Misty,13.12,15.91,36,12.998,21,108,129,Weekend,Medium
341,1/15/2011,Spring,January,16,0,Saturday,Misty,13.94,16.665,34,12.998,33,95,128,Weekend,Low
342,1/15/2011,Spring,January,17,0,Saturday,Misty,13.12,15.15,36,19.0012,29,54,83,Weekend,Medium
343,1/15/2011,Spring,January,18,0,Saturday,Misty,12.3,14.395,45,16.9979,15,69,84,Weekend,Medium
344,1/15/2011,Spring,January,19,0,Saturday,Misty,13.12,15.15,39,16.9979,14,60,74,Weekend,Medium
345,1/15/2011,Spring,January,20,0,Saturday,Misty,13.12,15.15,39,16.9979,6,35,41,Weekend,Medium
346,1/15/2011,Spring,January,21,0,Saturday,Misty,13.12,15.15,39,15.0013,6,51,57,Weekend,Medium
347,1/15/2011,Spring,January,22,0,Saturday,Misty,12.3,15.91,42,7.0015,0,26,26,Weekend,Medium
348,1/15/2011,Spring,January,23,0,Saturday,Clear,12.3,14.395,45,19.0012,5,39,44,Weekend,Medium
349,1/16/2011,Spring,January,0,0,Sunday,Clear,10.66,15.15,56,0,6,33,39,Weekend,Medium
350,1/16/2011,Spring,January,1,0,Sunday,Clear,10.66,13.635,56,8.9981,4,19,23,Weekend,Medium
351,1/16/2011,Spring,January,2,0,Sunday,Clear,10.66,14.395,56,6.0032,3,13,16,Weekend,Medium
352,1/16/2011,Spring,January,3,0,Sunday,Clear,9.02,13.635,69,0,9,6,15,Weekend,Medium
353,1/16/2011,Spring,January,4,0,Sunday,Clear,10.66,12.88,56,11.0014,0,1,1,Weekend,Medium
354,1/16/2011,Spring,January,5,0,Sunday,Misty,10.66,12.88,56,11.0014,1,1,2,Weekend,Medium
355,1/16/2011,Spring,January,6,0,Sunday,Misty,10.66,12.88,56,11.0014,0,1,1,Weekend,Medium
356,1/16/2011,Spring,January,7,0,Sunday,Misty,9.84,10.605,56,19.9995,0,3,3,Weekend,Medium
357,1/16/2011,Spring,January,8,0,Sunday,Clear,9.02,10.605,55,19.0012,0,18,18,Weekend,Medium
358,1/16/2011,Spring,January,9,0,Sunday,Clear,9.02,10.605,51,16.9979,3,29,32,Weekend,Medium
359,1/16/2011,Spring,January,10,0,Sunday,Clear,9.02,10.605,51,19.0012,8,71,79,Weekend,Medium
360,1/16/2011,Spring,January,11,0,Sunday,Clear,9.84,11.365,44,16.9979,23,70,93,Weekend,Medium
361,1/16/2011,Spring,January,12,0,Sunday,Clear,9.84,10.605,41,19.0012,29,75,104,Weekend,Medium
362,1/16/2011,Spring,January,13,0,Sunday,Clear,10.66,11.365,35,19.9995,23,95,118,Weekend,Low
363,1/16/2011,Spring,January,14,0,Sunday,Clear,11.48,13.635,36,16.9979,22,69,91,Weekend,Medium
364,1/16/2011,Spring,January,15,0,Sunday,Clear,10.66,12.12,38,16.9979,35,78,113,Weekend,Medium
365,1/16/2011,Spring,January,16,0,Sunday,Clear,9.84,11.365,38,15.0013,22,77,99,Weekend,Medium
366,1/16/2011,Spring,January,17,0,Sunday,Clear,9.02,10.605,37,16.9979,23,82,105,Weekend,Medium
367,1/16/2011,Spring,January,18,0,Sunday,Clear,8.2,10.605,40,11.0014,11,56,67,Weekend,Medium
368,1/16/2011,Spring,January,19,0,Sunday,Clear,7.38,9.85,47,8.9981,14,47,61,Weekend,Medium
369,1/16/2011,Spring,January,20,0,Sunday,Clear,7.38,9.85,47,11.0014,7,50,57,Weekend,Medium
370,1/16/2011,Spring,January,21,0,Sunday,Clear,7.38,9.85,51,11.0014,6,22,28,Weekend,Medium
371,1/16/2011,Spring,January,22,0,Sunday,Misty,8.2,10.605,49,8.9981,2,19,21,Weekend,Medium
372,1/16/2011,Spring,January,23,0,Sunday,Misty,8.2,11.365,40,7.0015,0,18,18,Weekend,Medium
373,1/17/2011,Spring,January,0,1,Monday,Misty,8.2,9.85,47,15.0013,1,16,17,Weekday,Medium
374,1/17/2011,Spring,January,1,1,Monday,Misty,8.2,9.85,44,12.998,1,15,16,Weekday,Medium
375,1/17/2011,Spring,January,2,1,Monday,Misty,7.38,8.335,43,16.9979,0,8,8,Weekday,Medium
376,1/17/2011,Spring,January,3,1,Monday,Misty,7.38,9.09,43,12.998,0,2,2,Weekday,Medium
377,1/17/2011,Spring,January,4,1,Monday,Misty,7.38,9.85,43,8.9981,1,2,3,Weekday,Medium
378,1/17/2011,Spring,January,5,1,Monday,Misty,7.38,9.85,43,11.0014,0,1,1,Weekday,Medium
379,1/17/2011,Spring,January,6,1,Monday,Misty,7.38,9.09,43,12.998,0,5,5,Weekday,Medium
380,1/17/2011,Spring,January,7,1,Monday,Misty,6.56,9.09,50,8.9981,4,9,13,Weekday,Medium
381,1/17/2011,Spring,January,8,1,Monday,Misty,6.56,7.575,47,15.0013,3,30,33,Weekday,Medium
382,1/17/2011,Spring,January,9,1,Monday,Misty,6.56,7.575,47,15.0013,8,39,47,Weekday,Medium
383,1/17/2011,Spring,January,10,1,Monday,Misty,6.56,7.575,50,16.9979,7,50,57,Weekday,Medium
384,1/17/2011,Spring,January,11,1,Monday,Misty,6.56,7.575,55,12.998,9,55,64,Weekday,Medium
385,1/17/2011,Spring,January,12,1,Monday,Misty,7.38,9.85,47,8.9981,10,70,80,Weekday,Medium
386,1/17/2011,Spring,January,13,1,Monday,Misty,7.38,9.85,47,8.9981,13,80,93,Weekday,Medium
387,1/17/2011,Spring,January,14,1,Monday,Misty,7.38,10.605,43,7.0015,12,74,86,Weekday,Medium
388,1/17/2011,Spring,January,15,1,Monday,Misty,8.2,10.605,47,11.0014,21,72,93,Weekday,Medium
389,1/17/2011,Spring,January,16,1,Monday,Misty,8.2,10.605,47,11.0014,6,76,82,Weekday,Medium
390,1/17/2011,Spring,January,17,1,Monday,Clear,8.2,9.85,51,12.998,4,67,71,Weekday,Medium
391,1/17/2011,Spring,January,18,1,Monday,Misty,7.38,8.335,55,16.9979,7,85,92,Weekday,Medium
392,1/17/2011,Spring,January,19,1,Monday,Light Rainsnow,7.38,9.09,59,12.998,2,58,60,Weekday,Medium
393,1/17/2011,Spring,January,20,1,Monday,Light Rainsnow,6.56,7.575,80,12.998,4,29,33,Weekday,High
394,1/17/2011,Spring,January,21,1,Monday,Light Rainsnow,6.56,7.575,80,12.998,3,24,27,Weekday,High
395,1/17/2011,Spring,January,22,1,Monday,Light Rainsnow,5.74,6.06,93,16.9979,0,13,13,Weekday,High
396,1/17/2011,Spring,January,23,1,Monday,Light Rainsnow,6.56,6.82,86,19.0012,1,3,4,Weekday,High
397,1/18/2011,Spring,January,12,0,Tuesday,Misty,8.2,9.09,86,22.0028,0,3,3,Weekday,High
398,1/18/2011,Spring,January,13,0,Tuesday,Misty,8.2,9.85,86,15.0013,0,22,22,Weekday,High
399,1/18/2011,Spring,January,14,0,Tuesday,Misty,9.02,11.365,80,11.0014,2,26,28,Weekday,High
400,1/18/2011,Spring,January,15,0,Tuesday,Misty,9.02,11.365,87,11.0014,3,32,35,Weekday,High
401,1/18/2011,Spring,January,16,0,Tuesday,Misty,9.02,11.365,87,12.998,0,61,61,Weekday,High
402,1/18/2011,Spring,January,17,0,Tuesday,Misty,9.02,11.365,82,12.998,1,124,125,Weekday,High
403,1/18/2011,Spring,January,18,0,Tuesday,Misty,9.02,11.365,80,11.0014,1,132,133,Weekday,High
404,1/18/2011,Spring,January,19,0,Tuesday,Misty,9.02,11.365,80,8.9981,1,98,99,Weekday,High
405,1/18/2011,Spring,January,20,0,Tuesday,Misty,9.02,13.635,87,0,0,83,83,Weekday,High
406,1/18/2011,Spring,January,21,0,Tuesday,Misty,9.02,12.12,93,7.0015,0,41,41,Weekday,High
407,1/18/2011,Spring,January,22,0,Tuesday,Misty,9.02,12.88,93,6.0032,0,33,33,Weekday,High
408,1/18/2011,Spring,January,23,0,Tuesday,Misty,9.02,13.635,93,0,1,19,20,Weekday,High
409,1/19/2011,Spring,January,0,0,Wednesday,Misty,9.02,13.635,93,0,0,3,3,Weekday,High
410,1/19/2011,Spring,January,1,0,Wednesday,Light Rainsnow,9.02,11.365,93,8.9981,1,6,7,Weekday,High
411,1/19/2011,Spring,January,2,0,Wednesday,Light Rainsnow,9.02,11.365,93,8.9981,0,3,3,Weekday,High
412,1/19/2011,Spring,January,4,0,Wednesday,Light Rainsnow,9.02,11.365,93,8.9981,1,1,2,Weekday,High
413,1/19/2011,Spring,January,5,0,Wednesday,Misty,9.02,12.88,93,6.0032,0,7,7,Weekday,High
414,1/19/2011,Spring,January,6,0,Wednesday,Misty,9.02,12.88,93,6.0032,0,32,32,Weekday,High
415,1/19/2011,Spring,January,7,0,Wednesday,Misty,9.84,12.88,92,7.0015,1,89,90,Weekday,High
416,1/19/2011,Spring,January,8,0,Wednesday,Misty,9.84,12.88,93,7.0015,1,196,197,Weekday,High
417,1/19/2011,Spring,January,9,0,Wednesday,Misty,9.84,12.88,93,7.0015,2,107,109,Weekday,High
418,1/19/2011,Spring,January,10,0,Wednesday,Misty,10.66,13.635,93,8.9981,1,46,47,Weekday,High
419,1/19/2011,Spring,January,11,0,Wednesday,Misty,11.48,15.15,87,6.0032,5,47,52,Weekday,High
420,1/19/2011,Spring,January,12,0,Wednesday,Misty,12.3,15.91,81,6.0032,5,65,70,Weekday,High
421,1/19/2011,Spring,January,13,0,Wednesday,Clear,16.4,20.455,62,19.0012,11,67,78,Weekday,Medium
422,1/19/2011,Spring,January,14,0,Wednesday,Clear,16.4,20.455,58,16.9979,7,68,75,Weekday,Medium
423,1/19/2011,Spring,January,15,0,Wednesday,Clear,16.4,20.455,54,19.0012,4,78,82,Weekday,Medium
424,1/19/2011,Spring,January,16,0,Wednesday,Clear,15.58,19.695,58,26.0027,10,94,104,Weekday,Medium
425,1/19/2011,Spring,January,17,0,Wednesday,Clear,14.76,16.665,57,22.0028,7,190,197,Weekday,Medium
426,1/19/2011,Spring,January,18,0,Wednesday,Clear,13.94,15.91,61,19.0012,5,156,161,Weekday,Medium
427,1/19/2011,Spring,January,19,0,Wednesday,Clear,13.12,14.395,57,27.9993,4,108,112,Weekday,Medium
428,1/19/2011,Spring,January,20,0,Wednesday,Clear,13.12,15.15,49,19.9995,2,74,76,Weekday,Medium
429,1/19/2011,Spring,January,21,0,Wednesday,Clear,13.12,14.395,49,27.9993,4,55,59,Weekday,Medium
430,1/19/2011,Spring,January,22,0,Wednesday,Clear,12.3,15.15,52,11.0014,6,53,59,Weekday,Medium
431,1/19/2011,Spring,January,23,0,Wednesday,Clear,12.3,13.635,52,31.0009,1,27,28,Weekday,Medium
432,1/20/2011,Spring,January,0,0,Thursday,Clear,10.66,11.365,56,26.0027,5,8,13,Weekday,Medium
433,1/20/2011,Spring,January,1,0,Thursday,Clear,10.66,13.635,56,0,2,3,5,Weekday,Medium
434,1/20/2011,Spring,January,2,0,Thursday,Clear,10.66,13.635,56,0,0,2,2,Weekday,Medium
435,1/20/2011,Spring,January,3,0,Thursday,Clear,10.66,12.88,56,11.0014,0,1,1,Weekday,Medium
436,1/20/2011,Spring,January,4,0,Thursday,Clear,10.66,12.88,56,11.0014,0,1,1,Weekday,Medium
437,1/20/2011,Spring,January,5,0,Thursday,Clear,9.84,11.365,60,15.0013,0,6,6,Weekday,Medium
438,1/20/2011,Spring,January,6,0,Thursday,Clear,9.02,10.605,60,15.0013,0,35,35,Weekday,Medium
439,1/20/2011,Spring,January,7,0,Thursday,Clear,9.02,10.605,55,15.0013,1,100,101,Weekday,Medium
440,1/20/2011,Spring,January,8,0,Thursday,Clear,9.02,10.605,55,19.0012,2,247,249,Weekday,Medium
441,1/20/2011,Spring,January,9,0,Thursday,Misty,9.84,11.365,52,15.0013,3,140,143,Weekday,Medium
442,1/20/2011,Spring,January,10,0,Thursday,Clear,10.66,11.365,48,19.9995,1,56,57,Weekday,Medium
443,1/20/2011,Spring,January,11,0,Thursday,Misty,11.48,13.635,45,11.0014,5,63,68,Weekday,Medium
444,1/20/2011,Spring,January,12,0,Thursday,Misty,12.3,16.665,42,0,7,77,84,Weekday,Medium
445,1/20/2011,Spring,January,13,0,Thursday,Misty,11.48,14.395,45,7.0015,12,86,98,Weekday,Medium
446,1/20/2011,Spring,January,14,0,Thursday,Misty,12.3,15.15,45,8.9981,6,75,81,Weekday,Medium
447,1/20/2011,Spring,January,15,0,Thursday,Misty,13.12,15.91,45,12.998,8,62,70,Weekday,Medium
448,1/20/2011,Spring,January,16,0,Thursday,Misty,12.3,15.15,49,8.9981,8,83,91,Weekday,Medium
449,1/20/2011,Spring,January,17,0,Thursday,Misty,12.3,15.91,49,7.0015,8,207,215,Weekday,Medium
450,1/20/2011,Spring,January,18,0,Thursday,Misty,10.66,12.88,56,12.998,1,184,185,Weekday,Medium
451,1/20/2011,Spring,January,19,0,Thursday,Clear,10.66,11.365,56,22.0028,6,146,152,Weekday,Medium
452,1/20/2011,Spring,January,20,0,Thursday,Misty,10.66,12.12,60,19.0012,2,124,126,Weekday,Medium
453,1/20/2011,Spring,January,21,0,Thursday,Misty,9.84,11.365,60,16.9979,3,54,57,Weekday,Medium
454,1/20/2011,Spring,January,22,0,Thursday,Misty,9.84,10.605,65,19.0012,0,56,56,Weekday,Medium
455,1/20/2011,Spring,January,23,0,Thursday,Misty,9.84,10.605,65,22.0028,3,28,31,Weekday,Medium
456,1/21/2011,Spring,January,0,0,Friday,Misty,9.84,11.365,70,16.9979,1,20,21,Weekday,Medium
457,1/21/2011,Spring,January,1,0,Friday,Misty,9.84,11.365,70,16.9979,0,6,6,Weekday,Medium
458,1/21/2011,Spring,January,2,0,Friday,Light Rainsnow,9.84,12.12,75,11.0014,0,2,2,Weekday,High
459,1/21/2011,Spring,January,3,0,Friday,Light Rainsnow,9.02,10.605,80,19.9995,0,1,1,Weekday,High
460,1/21/2011,Spring,January,4,0,Friday,Misty,9.02,12.88,87,6.0032,0,1,1,Weekday,High
461,1/21/2011,Spring,January,5,0,Friday,Clear,9.84,9.85,60,27.9993,1,4,5,Weekday,Medium
462,1/21/2011,Spring,January,6,0,Friday,Clear,9.02,10.605,55,16.9979,0,27,27,Weekday,Medium
463,1/21/2011,Spring,January,7,0,Friday,Clear,8.2,9.09,51,19.0012,2,66,68,Weekday,Medium
464,1/21/2011,Spring,January,8,0,Friday,Clear,8.2,9.09,47,22.0028,7,210,217,Weekday,Medium
465,1/21/2011,Spring,January,9,0,Friday,Clear,8.2,9.09,51,23.9994,7,159,166,Weekday,Medium
466,1/21/2011,Spring,January,10,0,Friday,Clear,8.2,8.335,47,31.0009,6,57,63,Weekday,Medium
467,1/21/2011,Spring,January,11,0,Friday,Clear,9.02,9.09,41,31.0009,6,53,59,Weekday,Medium
468,1/21/2011,Spring,January,12,0,Friday,Clear,9.02,9.09,27,39.0007,11,67,78,Weekday,Low
469,1/21/2011,Spring,January,13,0,Friday,Clear,8.2,7.575,21,39.0007,8,65,73,Weekday,Low
470,1/21/2011,Spring,January,14,0,Friday,Clear,8.2,7.575,25,35.0008,6,56,62,Weekday,Low
471,1/21/2011,Spring,January,15,0,Friday,Clear,6.56,6.06,26,30.0026,4,61,65,Weekday,Low
472,1/21/2011,Spring,January,16,0,Friday,Clear,6.56,6.82,26,23.9994,0,97,97,Weekday,Low
473,1/21/2011,Spring,January,17,0,Friday,Clear,5.74,6.06,28,23.9994,10,151,161,Weekday,Low
474,1/21/2011,Spring,January,18,0,Friday,Clear,4.92,6.06,30,16.9979,1,119,120,Weekday,Low
475,1/21/2011,Spring,January,19,0,Friday,Clear,4.92,5.305,30,22.0028,3,93,96,Weekday,Low
476,1/21/2011,Spring,January,20,0,Friday,Clear,4.1,3.79,33,27.9993,1,52,53,Weekday,Low
477,1/21/2011,Spring,January,21,0,Friday,Clear,3.28,3.79,38,19.0012,0,41,41,Weekday,Medium
478,1/21/2011,Spring,January,22,0,Friday,Clear,2.46,1.515,41,26.0027,1,33,34,Weekday,Medium
479,1/21/2011,Spring,January,23,0,Friday,Clear,2.46,2.275,38,22.0028,0,27,27,Weekday,Medium
480,1/22/2011,Spring,January,0,0,Saturday,Clear,1.64,1.515,45,16.9979,0,13,13,Weekend,Medium
481,1/22/2011,Spring,January,1,0,Saturday,Misty,1.64,0,41,26.0027,3,9,12,Weekend,Medium
482,1/22/2011,Spring,January,2,0,Saturday,Misty,1.64,1.515,41,16.9979,0,11,11,Weekend,Medium
483,1/22/2011,Spring,January,3,0,Saturday,Misty,1.64,1.515,41,19.0012,1,6,7,Weekend,Medium
484,1/22/2011,Spring,January,4,0,Saturday,Misty,0.82,0.76,48,19.9995,0,3,3,Weekend,Medium
